text,airline_sentiment,label
well fun lasted happy change redeeming reward points loyal anymore,negative,0
flight sitting gate min w door open since arrived still jet bridge someone help,negative,0
thank confirmation,positive,1
disappointment making arrangements amp sleeping toddler zero assistance usair maddening,negative,0
rude ticket counter employees forcing wife standby pushing list bad day,negative,0
moved pm flight main concern luggage arriving told sw,negative,0
thanks help remind agents ok ps heard rumors streaming wifi tv movie service might installing,positive,1
lt lt rt sorry hear wifi connection dani please dm us conf help thanks,negative,0
delays cs help notifications,negative,0
checking status claim going months attention upset,negative,0
need plane get buffalo leave tonight progress,negative,0
absolutely terrible managing delays delayed undelayed delayed times office hours,negative,0
tsa pre work every airline pay good money spent mins phone fix zero success,negative,0
min hold reservation line embarrassing aa platinum member,negative,0
really think downgrading booze food selections club good way go look,negative,0
place hold complete payment see way reservations page,negative,0
sitting tarmac pit min announcement sitting,negative,0
yes staff rude unempathetic needed jacket tablet got u take carryons cause plane full lose em,negative,0
calling number useless heading airport pick bags whole situation seems like real joke,negative,0
capital one explained false fraud alert jet blue representative issue new tkt resolved,negative,0
excited barrel sky mph ton piece metal operated company get tiny tvs work,negative,0
us feb unprofessional unprepared unsympathetic lacked communication lacked solutions,negative,0
seg flt yvr zurich would credit miles segs full fare,negative,0
unable access website try,negative,0
moving plane end runway us sit hour half even let us,negative,0
flight cancelled flightled wife stuck phoenix way slc san thanks lot southwest,negative,0
going planned understatement flight changed family emergency cancelled flight,negative,0
missed incoming time sat jetbridge driver missed min connection time flight,negative,0
min hold trying book award flight site errors agents ask pin see platinum availability badbadbad,negative,0
trying get thru agent since last night b c aa changed flight days infuriating need get sea,negative,0
social listening capabilities awful reply context mentioned,negative,0
wifi worst investment ever made,negative,0
arriving flight scheduled depart doors closed agents,negative,0
flight cancelled flightled new flight hours late flightr sleep airport tonight cant even give boarding group seat thx,negative,0
booked tomorrow higher st reservation pgfryz get standby list tonight would help,negative,0
aww cool nice know still head one faves,positive,1
profiting billions throwing crap people put american hurting brand,negative,0
hrs since flight landed zero info missing bag rough eta would hugely helpful restore confidence,negative,0
guys cancelled flightled flight today booked tomorrow unfortunately rebooked thanks,negative,0
dropping ball catering plane switch gate attendant hours late flight really nice,negative,0
customer service clt terrible flight delayed jfk hours get clt horrid customer service,negative,0
mean,negative,0
may need minute layover min delay first flight,negative,0
yes waiting four hours one able help,negative,0
sinuses contend two painful landings rather one missed preregistration window beyond frustrated,negative,0
might urgent really,negative,0
item mine mysteriously ended checked bag ewr yow flight missing black box,negative,0
possible call system refuse callers twelve hours service options leave,negative,0
owe apology tweet frustration constructive criticism sw fan amp love service,positive,1
whose performing,negative,0
nothing apparently flown w times last weeks experiences incl today clusterfucks,negative,0
get automated system hangs finally get message call back hours,negative,0
paid extra seat amp monitor work aa refund seat conf mdbeei mcmullen,negative,0
seats row recline mention website soreback,negative,0
say jetblue officially lost customer waste points yet flight,negative,0
thanks delivery status,positive,1
lack customer service shined need step get lost baggage delta return,negative,0
wrong guys inability get planes philly time pilot gave us answer bs,negative,0
flights delayed gt gt gt,negative,0
twice said dim lights first flight,negative,0
hello one forgotten need luggage ba dropping ball,negative,0
costumer service sucks waiting week response,negative,0
worker told us call talking someone thailand,negative,0
sitting feet open gate,negative,0
thanks reply clarify airfare similar likely intended peer group beer charge however,negative,0
thank trying two days set,positive,1
little late flight suck rt oh mitchell agents happy offer available options,negative,0
help done,negative,0
flight cancelled flightlations one due weather one mechanical paid hotel bag held transfer voucher compensation,negative,0
slightly better crew spent long time searching better altitude would helped let pax sharp drops,negative,0
thank,positive,1
handed slip paper amp said call called x day trying get sent still layover airport ref tho,negative,0
thank,positive,1
looks like today th consecutive delayed flight win prize air fly sba,negative,0
pls tell get person phone asap,negative,0
yes sure guys know gate occupied keep us waiting,negative,0
wow still screw n stuff,negative,0
thanks reaching gold div k j flights changed confirmation dnx v,positive,1
lies,negative,0
bad weather happens able get reservations rep hours crazy frustrated,negative,0
far good stepped denver next stop portland,positive,1
offers provide us hotel anything flight hours away,negative,0
cancelled flight flight phl delta flew flight time time cancelled flighted reason,negative,0
dad segway best part whole infographic,positive,1
thanks sure arranged move earlier flight gate seat assignment super nice agent gate c ord,positive,1
really wish fly fargo fares amazings,positive,1
hello question many balloons think take life one planes,negative,0
take money provide service makes profitable venture company isitthegarykellyway,negative,0
still waiting callback lack follow concerning smh,negative,0
hope wanted early flight avoid airport chaos late flight,negative,0
thank really responding request sending generic environment site,negative,0
dealing via email anything crappy web form made mobile devices,negative,0
hours sitting plane left gate yet hours actual flying left,negative,0
switched american airlines flight choice charged bags thought merged,negative,0
clearly care troubles yday thought share bags took gt min came back absolutely drenched,negative,0
first flight cancelled flightled connecting flight delayed completely miss next connection response hold hrs help,negative,0
top dozen ppl missed connections one person customer service abysmal,negative,0
oh wi fi router top fuselage,positive,1
delayed due lack crew delayed long line deicing still need improve service united,negative,0
need change way customer service handled waiting supervisor contact days gives,negative,0
site clearly explains allowed carry allowed pit bos make sense,negative,0
crap channels pay watch uk tv,negative,0
feeling poor church mouse level dollars enough make grown man cry grown man tears happened,negative,0
thanks telling flight got cancelled flightled missing luggage thanks fam,negative,0
first available flight tuesday flight today booked flt available buy online,negative,0
clients got zero years career never thought possible suitcases worth thousands italian clothing robbed,negative,0
belt issues rough day worst part traveling month old wait outside degree,negative,0
today yrs longer preferred airline,negative,0
southwest airline cancelled flight flights charleston pm flight cancelled flightation really weather relate flightd,negative,0
hell put us hotel stranded us message says mechanical issues weather usairways,negative,0
said would need get supervisor waiting supervisor hung,negative,0
requested call back cancelled flighted flight dfw take long reroute customer service lacks,negative,0
long wait hour mother bag make filed report waiting thanks help,negative,0
new seats canadaair regional jets plain suck,negative,0
headed nyc clt funny hear phones ring entire plane groan happened twice,negative,0
best flyfi ondemand leatherseats hipunis legroom,positive,1
feck guys stop cancelled flightling flights ewr ric weather fine locations,negative,0
another perfect flight come planes sun visors stay carriers make raise,positive,1
ohk thank b c inexpensive airfares southwest travel around,positive,1
thanks,positive,1
totally sucks cousin worked phl said,negative,0
continuing record never flight leave time add much time family cost jetblue,negative,0
sent thanks,positive,1
would air new plane redirected mechanical errors aka delays,negative,0
flt tomorrow moved need moved tuesday roads better flight thanks,negative,0
offered perks asked told thenewamerican,negative,0
new flight wifi service super crappy user experience miss old provider,negative,0
dca gt hpn u r prof hostage takers stood bus plane min sitting plane mvmt amp announcement gt hour,negative,0
feeling frustrated bought wifi onboard load email,negative,0
hold since pm many customer service reps seriously,negative,0
lax ogg lax using hard earned miles given lousy service faulty seats legs damaged bag customer care,negative,0
means say many complaints today week month respond b c alone,negative,0
money change flight answer phones suggestions make commitment,negative,0
line waiting minutes,negative,0
come back phl already need take us horrible cold pleasecomeback,positive,1
rude staff said care market place food going vacation work nice huh,negative,0
know may also working home thanks nothing,negative,0
changes well late flightr find flight scheduled ready,negative,0
found tix security code working tried dozen times,negative,0
lost cats missed flights kept crated hrs would hr trip never touch pets,negative,0
loved service staff newark today good service goes along way appreciate preciation nj tampa,positive,1
still trying get things worked yet respond back,negative,0
thank even coming solution great service might say trueblue member totally dissatisfied thanks,negative,0
transferred x pleeeeeeeease help,negative,0
disappointing experience shared every business traveler meet neverflyvirgin,negative,0
plane left agents doors closed early,negative,0
flight attendant wendi flt newark orlando,positive,1
assume would people let united worse plane crew fly,negative,0
right use shuttle ticket lga bos shuttle flight probably gonna miss pm,negative,0
called days get thru secret method use result hanging,negative,0
addition reviewing blog agents pleasant experience less,negative,0
rebooked flight tomorrow even though st class seat orig lousy coach seat,negative,0
omg bag yyzua enough shenanigans already getting real old real quick,negative,0
right cue delays,negative,0
lost bag next flight time load hour delay consequence platinum gold,negative,0
still irritated well planned booked return messed amp warning,negative,0
bother responding customer service worst never using guys,negative,0
beautiful day seattle,positive,1
sure missed mark tonight redeye lax chicago mess better,negative,0
offered cot sleep cancelled flightled flight fucking cot hotel like supposed provide,negative,0
wonder cabin filthy badservice,negative,0
let employees treat loyal customers attackingbabymomma crazinessintherockies,negative,0
hey swair tortured boarding flight due one gate agent board assisted folks one time,negative,0
late flight several passengers inebriated league big alcohol shame,negative,0
still stranded dc sat kids starving exhausted,negative,0
best airline wifi ever thank,positive,1
app nonsense flight cancelled flightation yesterday able use app kiosk today hour long line,negative,0
thanks hope get movies tv broke flight,negative,0
e ticket refund request case id,negative,0
change fee request month ago one hour phone team told day backlog awful,negative,0
flight treatment passengers atrocious hours delay deplane given direction,negative,0
flight cancelled flightled guys help,negative,0
best way unite one true love shopping usa fashion capital newyork unitedvusa,positive,1
happened w bos san mother onboard amp crew evasive return bos first time,negative,0
want speak human obscene request,negative,0
something wrong website safari iphone,negative,0
thank confirmation maybe people flight directional dislexia,positive,1
broken luggage mild case food poisoning ua lhr iah email,negative,0
requiring customers fill contact information time seems designed prevent limit interaction,negative,0
try standby denver tonight cancelled flight father son trip till next year thx trying,positive,1
bag still miami cannot located loose bag like tag everything,negative,0
hope last spoke baggage team sure city bag,negative,0
thanks calling right,positive,1
even responded quicker via twitter fail still hold hoping one books flight fail,negative,0
flight delayed keeps changing delayed delayed checkin time late flightr,negative,0
think guys could mess things never flying,negative,0
flight delayed till tomorrow curse weather,negative,0
united coupon make broken entertainment system hour flight seriously ridiculousness learncustomerservice,negative,0
app bad feel bad,negative,0
well aware insufficient info options,negative,0
waiting new pilot door plane broke global services status airline unsafe stunning,negative,0
guys jacked prices said prices going lowered smh,negative,0
keep suggesting people call end hold hours seriously better method,negative,0
get hotel ur agents nothing help top sent luggage wrong flight,negative,0
worst airline ever thanks slew rude agents staff making delayed flights even worse,negative,0
club denver dope,positive,1
thanks anything help would information help process,positive,1
well timed tweet boarded listening way home,positive,1
come want go home miss another day work stuckinmemphis texasisclosed,negative,0
mechanical failure boston fault,negative,0
yes amp unsure would come never happened airline first time disappointed,negative,0
picked nonstop flight bc things get taken diff route airline suppose,negative,0
hard younger siblings cousin want go airplane get better,negative,0
tried amp disrespectful professional amp nd flight cancelled flighted get home surgeryhelp,negative,0
still ground gt mins planned departure california weather originally told min delay,negative,0
broken entertainment system hour nyc flight terrible cabin crew service online complaint form work hopeless,negative,0
flight crews amp ground crews handled situation well texting notification let catch winks delay,positive,1
standing one saying anything likely missing flight bwi,negative,0
disappointing lack kindness toward person agent asked counterparts person talking,negative,0
u lose flight plan ur flight crew faa timed thx havin us sit tarmac hr pathetic,negative,0
nope still one helped giving united badservice,negative,0
thank good suggestion checked rebooked keep checking looking flights,positive,1
seriously reps available take phone calls even platinum,negative,0
mine sadly yea fly fi awesome,positive,1
flights went great improved view airline cheers flight attendents ua deserve raise,positive,1
still response ceo guess oscars bet flight time justwrong,negative,0
wonderfully nice agent austin helped us wish remembered name give proper kudos,positive,1
hours hold got rebooked new flight yesterday asked new itinerary confirmation email sent,negative,0
hats admiral lounge attendant yyz terminal gave banana toddler none avail elsewhere,positive,1
word accommodations passengers us arrive charlotte lot tired passengers,negative,0
received one previously th checked odd said complaint associated e mail,negative,0
ty site says please note offer print subscription service american way,negative,0
lol estimated departure time plane even started boarding yet even get delays right,negative,0
receiving long amp detailed complaint letter soon long story short never flying usair,negative,0
say characters plus follow,negative,0
offer real food american clubs like amazing food offer heathrow,negative,0
ok one airport helping us another customer got told flight leaving till,negative,0
customers customer service,negative,0
hundreds people line less half desks manned clt help,negative,0
unitedairlines fill form never receive response expect remedy travel another airline cancelled flight members w u,negative,0
thanks showing interest greenville sc,negative,0
waited min bags min flight nomorecheckedbags,negative,0
say anything patience said probably last time fly southwest suggest others,negative,0
false agent let us extra leg room upgrade upgrade mint poor business practices badcustomerservice,negative,0
waited hours airport told one fib ual honest customers,negative,0
despite chaos still grateful flight home,positive,1
looks like best hope guess us air think get miles alaska sucks,negative,0
music hold hour trying get aadvantage membership merged someone please call asap,negative,0
cancelled flightled flight ewr flt u also cancelled flightled flights lga yet flying time wth,negative,0
booked mos early paid early check assigned boarding hrs early deleted error las buf,negative,0
happy purchase upgrade avail next flight,negative,0
plane switch meant back plane disappointed,negative,0
board movement min wow experience keeps getting worse worse,negative,0
flight veers icy runway dfw flights cancelled flighted mon figures right,negative,0
flight mem dca delayed hours holding breath keep trapped hours de ice scareair,negative,0
happy note crew wonderful say enough great things pilot us,positive,1
keeps getting better water plane,negative,0
transf held min b agent answered helped time got person fare seen gone get supv,negative,0
arrive find already cancelled flighted options miss meeting might know show,negative,0
thanks,positive,1
got mine time wife th anniversary,positive,1
even ask dm offer help anything terriblecustomerservice unitedairlines,negative,0
hold mins anyone hv connection sw another airline get chi n columbus ewr,negative,0
appreciate changing time min multiple times hours flight annoying seems like clue,negative,0
left item plane calling non stop one answering please help,negative,0
also reservations team fault bad top decision feel bad reservations social media teams,negative,0
flight atl lga cancelled flightled suggestions get home,negative,0
worst air experience ever first plane yet,negative,0
asap mean two hours worth delay return terminal count luggage third time gottogetbetter,negative,0
killing inside,negative,0
gate c iad u released passengers board w others deplaning peopleon bridge next flight board,negative,0
flight came late flight jetblue employee informed us,negative,0
worst airline world crap website worthless app late flight flight suck shut,negative,0
inflight team makes experience amazing,positive,1
website,negative,0
flight long day arrived london morning,negative,0
thank much youre amazing im going cry omg,positive,1
airlines cable internet,negative,0
awesome usair tysvm lt,positive,1
great flight got us back time thanks,positive,1
something wrong website matter flight select says longer available,negative,0
disappointed airline never book guys,negative,0
course bestdressed bluecarpet,positive,1
ua way plane loses software believe decided upgrade,negative,0
appreciate hard work still gave gt hour,negative,0
told coded upgrade clearly purchased seat miles refuse downgrade ripoff,negative,0
first pilot late flight maintenance exactly happened two weeks ago unacceptable,negative,0
thank time,positive,1
please accept apologies lame childish tweet deserve amp remain loyal sw customer,positive,1
bos msp msp aus aus bos site seem display fields middle trip add rd,negative,0
reflight booking problems would made reach time meeting also wanna take chance booked instead,negative,0
really getting worse day goes late flight leaving diverted sitting tarmac va,negative,0
cleaning regional jet takes hour,negative,0
heads check bags checked arrived claim people bags,negative,0
standing cell announcements info thismosaicnothappy,negative,0
update flight would great,negative,0
charge delay united still waiting,negative,0
advertise flight still website still book spent hours united support,negative,0
heading buffalo trading cold boston colder buffalo maybe caribbean next time,positive,1
would never fly united airlines,negative,0
canned empathize think team lost right capitalized lowercase team day,negative,0
second incident lost baggage sent dm thoughts,negative,0
guys please give update sitting tarmac flight yet website still says time,negative,0
stop pretending care welfare daughter united airlines opportunity help n failed united airlines,negative,0
look better service,negative,0
customer service terrible terrible thought know,negative,0
wonderful fc fa flight pre dawn nice start day,positive,1
sure go south breakfast though delayed three hours,negative,0
well glad got sit airport place else rather,negative,0
u say safety highest priority extend property totally nuts,negative,0
nice try heard crew whisper still hotel probably think work tomorrow,negative,0
responding athletes notcool southwest,negative,0
confirmed seat crisis averted beers missed,positive,1
worst airline world delays gate agent loses mind lbs charges top already paid,negative,0
phone minutes said would advice,negative,0
made thx,positive,1
purchase ticket never would buy flight cancelled flightled terrible customer service,negative,0
aa usair elite members one big disappointment way treated epicfailure,negative,0
someone severe anxiety one person help next,negative,0
yes trying upgrade seat available spots,negative,0
horrible experience flying montego bay philadelphia check golf bag constant selling flight,negative,0
hold reservations desk hours help,negative,0
minutes still talked one person shocking phone gonna died talk anyone,negative,0
tried rebook online says pay difference price please help,negative,0
sitting cesspool germs ground phl hours,negative,0
flight fw delayed hours waiting sitting plane baggage loaded,negative,0
thanks help jetbluesofly,positive,1
hopefully help someone future would different procedure discovered theft sooner,negative,0
agents forced check carry bag received bag found crew stolen u lost business,negative,0
flight fra cat odd zig zagging movements frankfurt everything ok,negative,0
oh seems undone seat selections mce wanted cx card select free seats,negative,0
always fucken nightmare airline fail lazy alwayslate flight worstairlineever,negative,0
dominick l la guardia airport nyc gives absolute best customer service thanku checking made easy,positive,1
hahahahaha ya tried already,negative,0
sounds like planned better since weather surprise completely unacceptable wait times,negative,0
thank,positive,1
seems odd sitting plane gets delayed find txt emp working aircraft,negative,0
would like talk customer service agent service non service received last flight week go j,negative,0
incredible pr team,positive,1
thank excellent customer service resolved issue quickly,positive,1
hates guitar players chgd oversize extra bag acoustic guitar epic fail,negative,0
iah ewr broken entertainment system wifi despite info app,negative,0
put ba flight get access lounge ord hrs still go,negative,0
mins departure announced update update time status everyone standing comeon,negative,0
needs make whole used tkt back n phx due rude sna agent jacquie plitt flew cabo,negative,0
karen customer service helpful thank providing one bright spot frustrating situation,positive,1
hotels still work folder business casual clothes worst,negative,0
note traveling w yr old unreal,negative,0
weather keeps slowing us fault st time southwest flight mine late flight complain,positive,1
chairman preferred lifetime miles us air reward firstclass upgrades usual,negative,0
even get someone phone great story media,negative,0
thanks writing back assist return bag lost amp clean feces sprinkled bathroom much ask,negative,0
even get phone reservations team system automatically disconnects us,negative,0
hold foreverrrrrr,negative,0
ua hr mechanical delay get voucher tweet book next trip ua,negative,0
failed last week iah next intl trip delta small ual flight lax booked,negative,0
trying reach customer service two days received zero response never traveling aa,negative,0
stranded weather blame hr hold speak agent understand concept time zones thanks,negative,0
last night severe weather could make needed changes fair goes,negative,0
reschedule flight online,negative,0
everyone pilots found last flight plane dirty clean area amp seat,negative,0
great tell fix media filmcrew photography cameragear,negative,0
feel well informed yes flight indeed delayed thank,negative,0
wifi ewr lounge reminds old days dial,negative,0
control weather control customer service without luggage hours amp still yet speak human,negative,0
suggestion shades windows travelers watch ur luggage handlers throwing bags around,negative,0
flight vegas dfw cancelled flightled sunday monday whammie today,negative,0
jackson wyoming delayed pilots full toilets deplaned ndary mechanical fail cancelled flightled flight pending,negative,0
cant help frustrated hour call u ends disconnection answers especially div pref member,negative,0
appreciate update also appreciated pilots effort explain us accurate authoritative comms vital,positive,1
great job passbook integration really help streamline commute san fran,positive,1
ever think hiring agents come think hour holds little ridiculous get clue,negative,0
left us stay flight got bags sucks run baby bags,negative,0
going miss g memorial flydelta,negative,0
would cool best airlines company hooked tickets vegas,positive,1
oh look delayed flight additional half hour arriving officially five hours planned,negative,0
told customer service customer relations extend expiration date unused travel funds,negative,0
going stop flying delays everytime time due paperwork,negative,0
accordingly u dont respond,negative,0
everyone weeks amp dickheads aa contacted lost checked bag amp carryon offer pay,negative,0
thanks bad make two day train trip look appealing,negative,0
guess respond compliments sorry think even one,negative,0
mins scheduled departure still sitting terminal communication would lovely,negative,0
luxury people flight going get spoiled,negative,0
dm take offline would love info location lost bags help appreciated,negative,0
sure would bother agent airport didnt help amp nobody phone would ticket cancelled flightled reason,negative,0
tried helpful really dissatisfied flight booking problems whole trip jet blue time around besides flights,negative,0
got rebooked sent wrong gate traveled back b correct flight tired amp frustrated,negative,0
rhonda c atlanta airport redeemed guys got us straightened,positive,1
glad hear serious injuries minor crash evening,positive,1
us pilot started flight announcing arrival gatwick heathrow moments concern aboard,negative,0
gate agent minutes let us plane wtw grounds crew hope ready cover delay,negative,0
recommend upgrading ivr using call back email texting know caller,negative,0
plz advertise wifi gonna work thanks worstflightever,negative,0
website deserves new design html ftw,negative,0
read thread booked st class seated e even though united twtr account confirmed eco premium,negative,0
still waiting another crew member cabinfever,negative,0
sure happened usairways status merger took place,negative,0
point made home,negative,0
would seen pm est sound asleep,negative,0
never worse experience life,negative,0
according costumer support website holding money hostage cant anything,negative,0
get honest update departure flite plane infant children,negative,0
nope yet,negative,0
setting lawsuit way sit plane hour half,negative,0
bringing game premium cabin dining nice,positive,1
awesome thx,positive,1
told return call human,negative,0
stuck nyc flights cancelled flightled days row long wait times phones running swa help,negative,0
hold minutes amp one knows win tickets still handing destinationdragons,negative,0
missed goal inept male stewardess landed already havent taken yet,negative,0
charging change flight rip reason hands amp want reschedule flight july,negative,0
ticket number transaction still pending,negative,0
strives customer centric everything communications advertising customer journey etc anamarketers,positive,1
phl btv today made deplane sunday know maintenance available,negative,0
customer service today unsat flight cnx notified called hours phone line even let hold,negative,0
would sell seats hour flight half legroom occupied escape raft,negative,0
pleading car service stay hrs past pick left family ok water crackers,negative,0
well captured brittany love clouds enjoy ride thank,positive,1
horrible wait time get gate shows total miss management value customer time respect thier sentiment,negative,0
want talk wall,negative,0
thank,positive,1
thank,positive,1
miss oscars never fly united,negative,0
fyi continuous texts emails getting delay held captive tarmac helpful,negative,0
want find bag go hassle trying claim suitcase usairwaysfail,negative,0
make sure never use incompetent airlines luggage delivery hours,negative,0
thank bwi keep seeing different stats delayed awaiting take delayed,positive,1
get flight air,negative,0
thank flew newark vail eagle,positive,1
discontinue nonstop service sjc bos find anywhere,negative,0
mean real live person somewhere go speak newark post security,negative,0
follow maintenance team thanks tweet kp thank united cares,positive,1
delete account,negative,0
jfk baggage office open help book us cancelled flightled flight dca shameful,negative,0
flight us got cancelled flightled due lack flight crew told reimbursed hotel contact,negative,0
due apparent water issue checked fine checks husband already deal first,negative,0
contacted yesterday told nothing suggested email compensation cust service,negative,0
landed bwi instead plans make home dc suggest get home,negative,0
excruciatingly slow internet swa flights norm rather exception addressed,negative,0
failed answer please justify otherwise,negative,0
late flight reflight booking problems morning already longer need hotel room,negative,0
site tripping trying check getting plain text version reluctant enter card info,negative,0
changed crazy youragentshavenoclue,negative,0
ok th try today giving minute hold time terrible,negative,0
love jetblue truebluemember life,positive,1
wife phone several times past days result,negative,0
enormous lines customer service two agents kind service,negative,0
transferring trueblue points within family pooling members cost set contribution pool already,negative,0
flight cancelled flightled twice minutes automated questions phone goes busy signal help,negative,0
insane treatment customers,negative,0
made come help anything jp inconvience,negative,0
deal flight dca phl boarded time left gate mins late flight sat tarmac,negative,0
every crew member dealt orlando incredibly rude actually pretty disgusted jetblue right,negative,0
followed,positive,1
almost weeks still word dot update london fare us cities updates end,negative,0
thanks apology unfortunately one many bad experiences longer flying southwest,negative,0
logan airport waiting checkin flight checkin desk open,negative,0
got email update still eta communication details apology info compensation rights would go long way,negative,0
anna palm springs gate deserves medal handled ppl missing flights like pro,positive,1
employees racist,negative,0
nicely done,positive,1
hour hold far,negative,0
filed multiple complaints prefer continue warning public instead wasting time inhumane corp,negative,0
sorry disappointed outoftouchwithreality people kids jobs,negative,0
literally says case open good,negative,0
almost bumped flight hrl minutes early staff rude asked problem,negative,0
minutes holding seriously average wait time minutes maybe maybe understaffed,negative,0
th plane day first taken svc scheduled dep p still ground ord pm,negative,0
currently ua minutes worst turbulence ever experienced zero communication flight deck,negative,0
amp best friends chance could get tickets destinationdragons,positive,1
flight sitting fully loaded hour air conditioning barely working,negative,0
mdw san like flights watching free tv works hardly access websites including,negative,0
guys awesome thanks,positive,1
buying early bird pointless moved diff flight b c first one delayed lost boarding position,negative,0
illegal breach contract touch customer feedback,negative,0
broken tv seat f flight today planned catch game nooooo,negative,0
nothing available male flight crew nice dismissive big guy standby probably even pay choice,negative,0
friend flight cancelled flightlations lax cmh feb anyway help number help,negative,0
thanks weather disruptions caused crew run late flight sorry delay flight,negative,0
merge airline ready prime time book elite flyers nothappy needcoffee,negative,0
give guy raise great start flight az mke,positive,1
suck customer services worst whats point loyalty scheme honor badairline,negative,0
cancelled flighted flight really need much trouble,negative,0
thank touch moveaboutthecountry,positive,1
hold minutes get receipt know guys busy think time higher staff,negative,0
please went beyond made us number one priority,positive,1
think ever us airways flight went smoothly,negative,0
flight first officer even airport wow unreal staff waited boarded announce delayed,negative,0
yea booked next avalible flights since sat time comes plane nd day work missed hotelliving,negative,0
difficult work baggage claims answer phone,negative,0
pilot another flight attendant left walking away laughing wow,negative,0
group e told room bins got plane room least bags row,negative,0
good day fly u two delayed flights still plane ewr waiting hours gate get gate gate agent,negative,0
thanks finally made missed meetings,negative,0
get plane wait another hours someone read temp tired,negative,0
inquire nothing pretend interested responded dm response back,negative,0
find tell us flown jet blue since first month experience,negative,0
hold gold reservations line hours flight cancelled flightled trying rebook,negative,0
needed flight info add rapid rewards flight first time flown sw mad,negative,0
response flight montrose cancelled flightled,negative,0
working tight cx delaying flight twice secs,negative,0
link worked us could take care please contact tech people get working,negative,0
guys held flight thank take mdw oakland thanks,positive,1
hold minutes fly answer phone,negative,0
cancelled flightled flight baggage held hostage chl communication,negative,0
please something speed wifi connections planes might well non existent,negative,0
denied mom flight needed breast pumping parts full flight please fix asap freeflight,negative,0
wishing luggage days pay way st thomas san juan spent extra mess,negative,0
aa employees rude unwilling help miles rotten cherry top dog shit sunday nocareforcustomers,negative,0
thanks lea chicago office help switching cancelled flighted flights,positive,1
worked ty,positive,1
friend legally required chaperone school trip,negative,0
bag possession clothes bag,negative,0
wht n experience w aa reservations service tried patient rep disconnects aa u record conv,negative,0
long take get response customer service complaint done email,negative,0
thanks much,positive,1
flight aa cx aa killing layover still wanting breakfast hungry get dfw,negative,0
writing detailed letter experience today never experienced awful cs ever,negative,0
letting san fran media rate deal looks like last time fly anywhere,negative,0
system failure bad trend software projects like flying airplane thing emergency takeoff,negative,0
yes february bad weather happens every winter guys business sense forecast loss,negative,0
idiots kept time plane tarmac hour forcing us minutes,negative,0
clicked upgrade upgrade gives,negative,0
thanks miss dog delay costing lot money,negative,0
stuck minutes due lavatory issues beverages snacks customer service flt pho fail refund,negative,0
tomorrow missed meeting today amp pointless pay hotel today purpose trip screwed,negative,0
ok one help bag lost honeymoon months ago responsible professional,negative,0
yeah happened really pissed kind thing expect us austrian,negative,0
best flight attendant ever,positive,1
would love virgin like,positive,1
flight booking problems flights dc visit easter weekend started difficult ended well guys big fan,positive,1
frequent traveler never treated coldly amp airline offer nothing flight cancelled flightled nolove,negative,0
never made reward reservation becuase one ever answered phone online one made got cancelled flighted change,negative,0
would great never thought sort really makes flying experience bearable,positive,1
rd cancelled flightlation days due weather nashville trips airport time communicated late flight sw,negative,0
reported still istanbul moment apparently plane haha hats pilot,positive,1
terrible flight experience happening everyone right flight ua delays hrs total missed flights thnx,negative,0
gates definitely full parked wheels chocked customer service called unmet arrival,negative,0
airline joke friends trapped houston since sat flight sight unitedworstever trappedhouston,negative,0
first ride new new interior seat video nice improvement newplanesmell,positive,1
le v pnr numbered flight first leg cancelled flightled due bad weather iatanbul make reflight booking problems,negative,0
landing usual great flight wiyh great crew hello sunny west palm beach jetbluerocks,positive,1
idea flight aa,negative,0
tried calling yet another delayed flight told phone line handle volume hung twice,negative,0
extend rtn flight bereavement nd could change fee dropped told worse day life badcustomerservice,negative,0
hrs hanging oh understand things get crazy n sometimes hours long enough,negative,0
get weather delays hands nothing else offer massive inconvenience,negative,0
perfect probably need coffee stay awake night,positive,1
two broken airplanes two days late flightr stranded funeral missing last semester college,negative,0
vacation budget blown bc lack communication usairways never use refer anyone,negative,0
hello never received confirmation code flights though confirmed says automated reply ideas,negative,0
confirming rate go looks like fly jetblue time around afford price,negative,0
flight ua sitting tarmac mins report input,negative,0
rerouted bf flight diabetic little insulin even though tried change agent,negative,0
would great,positive,1
nothing love hold hour,negative,0
parents flight frm stl atl cancelled flighted nite next one,negative,0
happy w app late flightly last time flew let check time checked went late flightr says never checked,negative,0
gave one try figured could get hr flight right nope delayed hr seems every time,negative,0
trying take stuff seat front bugging throughout flight feel safe,negative,0
legitimately say would rather driven cross country flown us airways,negative,0
phone disconnects stay line need checkout hotel hrs amp place go keep calling,negative,0
charged card times one airline ticket card security hold,negative,0
thank u leaving nice job running thru airport catch connecting flight,positive,1
requested refund reward points used purchase flight refused,negative,0
international phone fritz get chicago nearly hrs away figure everything,negative,0
need guys book planes concern travel someone else moving forward,negative,0
yes announced take thank,positive,1
great aa sitting hour first technical problems,negative,0
got lost kindle mail thanks,positive,1
apologies whatever please deliver bags like said would feel like employees lying,negative,0
us reboard without captain sitting another min,negative,0
effort fix points system days call customer service still account update chasing points fun,negative,0
reservations hold hours hang smh,negative,0
bull add fare cart locked made way paypal,negative,0
may true however weeks matter still unresolved get supervisor manager help,negative,0
also mere fact go online issue statement vice calling talking directly one good example,negative,0
thanks however feel like system failed solution,negative,0
followed messaged thanks much help,positive,1
reservation system even let us leave phone way fix rebooked wrong day,negative,0
